generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,tokens_cached,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,app_name,api_key_name,api_key_disabled
gen-1786879595-UijadMx9ZuBvMCpzMAhK,2026-08-16 11:26:35.189,0.000806,,,,0,1163,1151,1139,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,9615,9487,,digitalminds_research,false
gen-1786879588-RETWD5SekTkNRmIhgxrg,2026-08-16 11:26:28.517,0.000387,,,,0,2083,299,288,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,3205,3074,,digitalminds_research,false
gen-1786879581-BGkOjKHIPzc1ZCSVFAHx,2026-08-16 11:26:21.846,0.000318,,,,0,1609,263,251,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,3010,2850,,digitalminds_research,false
gen-1786879575-MdEO09yBrTaYRBREl8dT,2026-08-16 11:26:15.193,0.000322,,,,0,1913,218,207,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,2651,2492,,digitalminds_research,false
gen-1786879568-I06wDbml1i8OHQ9uDkZx,2026-08-16 11:26:08.497,0.000275,,,,0,2434,54,41,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,1049,878,,digitalminds_research,false
gen-1786879561-J1mD5mmAoj2qLzEbVVI9,2026-08-16 11:26:01.832,0.000327,,,,0,1146,354,343,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,4422,4209,,digitalminds_research,false
gen-1786879555-xvMWi6fyVTe80oublfRU,2026-08-16 11:25:55.154,0.000257,,,,0,1661,152,140,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,1907,1735,,digitalminds_research,false
gen-1786879548-aHF0lYE2ZLpwARAACnVx,2026-08-16 11:25:48.527,0.000376,,,,0,1485,380,368,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,3919,3773,,digitalminds_research,false
gen-1786879541-5G9grqCRQGGP2MB5kVfb,2026-08-16 11:25:41.792,0.000538,,,,0,1342,673,662,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,5896,5726,,digitalminds_research,false
gen-1786879535-FQTl1cZoy96CkKFQzRa3,2026-08-16 11:25:35.123,0.000393,,,,0,3045,149,138,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,2063,1937,,digitalminds_research,false
gen-1786879528-qIjYpQLYLSDk0kPSyhLS,2026-08-16 11:25:28.471,0.000355,,,,0,2544,168,157,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,2095,1970,,digitalminds_research,false
gen-1786879521-smTmUlw4dqHSTPPYCt83,2026-08-16 11:25:21.776,0.000187,,,,0,1464,69,59,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,1078,961,,digitalminds_research,false
gen-1786879515-hRWi2rhx3obvaZRUp1Ep,2026-08-16 11:25:15.136,0.000277,,,,0,1524,208,198,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,2663,2507,,digitalminds_research,false
gen-1786879508-y1GRQ5SHZ3rXI3meYb9V,2026-08-16 11:25:08.438,0.000691,,,,0,1871,841,829,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,6700,6505,,digitalminds_research,false
gen-1786879501-MdVfHEwZFXVNUB5Eb8M8,2026-08-16 11:25:01.762,0.000369,,,,0,1249,408,396,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,4632,4524,,digitalminds_research,false
gen-1786879495-iz0R8O1mVLScz2wTDkfA,2026-08-16 11:24:55.112,0.000288,,,,0,1236,274,262,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,2828,2727,,digitalminds_research,false
gen-1786879488-U67yelqdSteB5HmvfQzF,2026-08-16 11:24:48.417,0.000311,,,,0,2816,50,39,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,1047,918,,digitalminds_research,false
gen-1786879481-b1vWabc4Qjwy3RnmLr1O,2026-08-16 11:24:41.776,0.000213,,,,0,1729,68,56,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,1604,1482,,digitalminds_research,false
gen-1786879475-c05eebnErLGlwNEmLvnl,2026-08-16 11:24:35.063,0.00011,,,,0,998,18,7,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,805,683,,digitalminds_research,false
gen-1786879468-MkVunrUMlwFHDvq4E3mO,2026-08-16 11:24:28.405,0.000516,,,,0,2738,404,392,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,4316,4192,,digitalminds_research,false
gen-1786879461-m3ffplSfIyKltGiRt47x,2026-08-16 11:24:21.739,0.000606,,,,0,1870,699,687,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,6021,5836,,digitalminds_research,false
gen-1786879455-7vXg4HFSugugsPw0KIYw,2026-08-16 11:24:15.136,0.000196,,,,0,1703,44,34,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,978,842,,digitalminds_research,false
gen-1786879448-IBJSuFWCa6WjrmXV2Aac,2026-08-16 11:24:08.383,0.000394,,,,0,1424,420,408,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,5085,4940,,digitalminds_research,false
gen-1786879441-YDIK3lsRZdGv9tZmQ45x,2026-08-16 11:24:01.716,0.000332,,,,0,1706,269,257,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,3292,3136,,digitalminds_research,false
gen-1786879435-gCRyblrgs7RnlgifoV7q,2026-08-16 11:23:55.028,0.000265,,,,0,1484,195,183,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,2642,2466,,digitalminds_research,false
gen-1786879428-5MPlO2LnNNRv6x64COX7,2026-08-16 11:23:48.357,0.000268,,,,0,2194,81,70,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,1489,1280,,digitalminds_research,false
gen-1786879421-b7azdbkSUfZI1sRMB0Jr,2026-08-16 11:23:41.683,0.000526,,,,0,2122,524,513,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,4714,4591,,digitalminds_research,false
gen-1786879415-3xpq8SnLO2u6gi40bORs,2026-08-16 11:23:35.003,0.000397,,,,0,1450,420,408,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,4714,4608,,digitalminds_research,false
gen-1786879408-WPryOtxCCauNcPMwseSh,2026-08-16 11:23:28.344,0.000405,,,,0,2339,286,276,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,3130,2980,,digitalminds_research,false
gen-1786879401-DiAgs1cELkKD0SXhXckc,2026-08-16 11:23:21.698,0.000416,,,,0,1643,421,409,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,5821,5676,,digitalminds_research,false
gen-1786879394-BFF6sEtRmL5yVHKx8b9c,2026-08-16 11:23:14.984,0.000612,,,,0,1176,825,814,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,8446,8251,,digitalminds_research,false
gen-1786879388-sSHcTbWro9KPTcwh8Ou6,2026-08-16 11:23:08.326,0.000335,,,,0,1739,270,260,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,3186,3030,,digitalminds_research,false
gen-1786879381-oQN1YD02fyaUBkjH1Swq,2026-08-16 11:23:01.656,0.000264,,,,0,2496,25,14,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,836,826,,digitalminds_research,false
gen-1786879374-xYRzGNjYjPAJRoCHo3Tc,2026-08-16 11:22:54.951,0.000303,,,,0,2787,41,30,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,1106,962,,digitalminds_research,false
gen-1786879368-SaPxjibBZmZKmGdbf9JN,2026-08-16 11:22:48.294,0.000295,,,,0,1552,233,223,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,2870,2722,,digitalminds_research,false
gen-1786879361-bR5aiPtNwRpN5w5FTUN6,2026-08-16 11:22:41.609,0.000274,,,,0,994,292,280,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,3260,3126,,digitalminds_research,false
gen-1786879354-lGxMHQmFq85Hcrjt2HcO,2026-08-16 11:22:34.990,0.000439,,,,0,1501,482,471,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,4800,4633,,digitalminds_research,false
gen-1786879348-NDou6NnxW9g94wwVBxLf,2026-08-16 11:22:28.267,0.000202,,,,0,1804,36,24,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,1150,1009,,digitalminds_research,false
gen-1786879341-6TwV0kgYpAkRbio7A148,2026-08-16 11:22:21.588,0.000294,,,,0,1808,189,178,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,2468,2315,,digitalminds_research,false
gen-1786879334-hSi2gl6bR1soUbogrEcz,2026-08-16 11:22:14.935,0.000268,,,,0,1923,127,116,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,1565,1418,,digitalminds_research,false
gen-1786879328-nC9NeCRph3PglotgANsx,2026-08-16 11:22:08.256,0.000251,,,,0,2355,26,15,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,841,711,,digitalminds_research,false
gen-1786879321-cWzRzG0BfkdUpT9B5xxR,2026-08-16 11:22:01.563,0.000555,,,,0,2397,527,516,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,5770,5594,,digitalminds_research,false
gen-1786879314-kdTP12cZMpJx5kE8ukJO,2026-08-16 11:21:54.913,0.000244,,,,0,1044,233,222,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,3107,2968,,digitalminds_research,false
gen-1786879308-Zqs7MCkTEbafUlrLPcRv,2026-08-16 11:21:48.224,0.000181,,,,0,1362,75,65,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,1286,1140,,digitalminds_research,false
gen-1786879301-MWYs335Ym4W7yr7e0AWX,2026-08-16 11:21:41.604,0.000251,,,,0,990,254,242,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,3030,2855,,digitalminds_research,false
gen-1786879294-Jg5po08HpGB2BG8XoLeY,2026-08-16 11:21:34.876,0.000156,,,,0,1244,53,42,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,1029,894,,digitalminds_research,false
gen-1786879288-UXMBfHO8fLcrjMQhnvXv,2026-08-16 11:21:28.216,0.000451,,,,0,1470,508,496,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,5216,5059,,digitalminds_research,false
gen-1786879281-tE0yGBKeXDsZKjitEJdw,2026-08-16 11:21:21.547,0.000262,,,,0,2050,96,84,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,1637,1473,,digitalminds_research,false
gen-1786879274-TwqYd3MGttNlxRPlyQ4U,2026-08-16 11:21:14.851,0.000131,,,,0,1098,36,26,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,921,773,,digitalminds_research,false
gen-1786879268-CU3ebQRUimRpBMAu0A6S,2026-08-16 11:21:08.169,0.000321,,,,0,1159,342,331,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,3365,3199,,digitalminds_research,false
gen-1786879261-lRiARUZlIHyO41BQCVBq,2026-08-16 11:21:01.489,0.000407,,,,0,1330,458,447,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,4708,4573,,digitalminds_research,false
gen-1786879254-WgpKHqExnEMZZP8vSP8L,2026-08-16 11:20:54.813,0.000273,,,,0,1969,128,116,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,1694,1579,,digitalminds_research,false
gen-1786879248-omHGTudx88Mx6WUC8IoC,2026-08-16 11:20:48.146,0.000292,,,,0,2322,100,88,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,1589,1451,,digitalminds_research,false
gen-1786879241-aq9fGBhAAHtDjFAcy3xf,2026-08-16 11:20:41.477,0.000387,,,,0,1996,313,301,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,2934,2758,,digitalminds_research,false
gen-1786879234-juYB7IanMviDX1HgYfsi,2026-08-16 11:20:34.821,0.000487,,,,0,1702,529,516,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,5658,5506,,digitalminds_research,false
gen-1786879228-Wcnfu7LrE1s96PArg1Xl,2026-08-16 11:20:28.120,0.000149,,,,0,1319,29,17,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,851,705,,digitalminds_research,false
gen-1786879221-0Vp3fVaxkgFoCDKpg2Nd,2026-08-16 11:20:21.459,0.000484,,,,0,1679,528,516,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,5446,5271,,digitalminds_research,false
gen-1786879214-hejOcZw4dO0psTxzoxG1,2026-08-16 11:20:14.929,0.000236,,,,0,1992,62,51,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,1211,1024,,digitalminds_research,false
gen-1786879208-6yJungwpjuzFwA6xtM53,2026-08-16 11:20:08.115,0.000144,,,,0,1291,25,13,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,784,667,,digitalminds_research,false
gen-1786879201-HbgMpLHainabN4831V9j,2026-08-16 11:20:01.420,0.000188,,,,0,1520,60,49,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,1187,1031,,digitalminds_research,false
gen-1786879194-TddGIE87thKrcDw6kkqz,2026-08-16 11:19:54.743,0.000386,,,,0,2690,196,185,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,3263,2541,,digitalminds_research,false
gen-1786879188-lUjLi23FmlEFsmeBOCfs,2026-08-16 11:19:48.091,0.000228,,,,0,1803,81,71,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,1754,1560,,digitalminds_research,false
gen-1786879181-7HtymrCwGbwspg0cennW,2026-08-16 11:19:41.395,0.000209,,,,0,1881,36,25,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,923,817,,digitalminds_research,false
gen-1786879174-j3W2XhUwdHeSpDJv2FlJ,2026-08-16 11:19:34.740,0.000618,,,,0,2593,598,586,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,5741,5636,,digitalminds_research,false
gen-1786879168-bhTQI154jnN5tUpreGmb,2026-08-16 11:19:28.074,0.001066,,,,0,1774,1482,1470,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,13486,13320,,digitalminds_research,false
gen-1786879161-yifyjNYQtgD7MViNsrWb,2026-08-16 11:19:21.372,0.000291,,,,0,2562,58,45,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,915,899,,digitalminds_research,false
gen-1786879154-xb6RlW6MA3e40Dy672Pd,2026-08-16 11:19:14.691,0.000395,,,,0,2638,219,207,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,2805,2616,,digitalminds_research,false
gen-1786879148-WwWdElBTvPkcbaghXZ7F,2026-08-16 11:19:08.026,0.000513,,,,0,1460,613,601,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,5396,5224,,digitalminds_research,false
gen-1786879141-NHyExhAkKNXIOJcdihFi,2026-08-16 11:19:01.382,0.000172,,,,0,995,122,111,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,1927,1748,,digitalminds_research,false
gen-1786879134-XNuP0WxT6hnBxKAE52Dp,2026-08-16 11:18:54.704,0.000763,,,,0,1354,1046,1034,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,11309,11143,,digitalminds_research,false
gen-1786879128-Ud8Evp5Z3mJ6hPiJKcLk,2026-08-16 11:18:48.047,0.000185,,,,0,1588,44,33,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,1081,926,,digitalminds_research,false
gen-1786879121-V4bo03UBQHxYg3yPMva6,2026-08-16 11:18:41.366,0.000529,,,,0,1300,665,653,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,6481,6330,,digitalminds_research,false
gen-1786879114-4wDRlcdWoR22rcGx1vQb,2026-08-16 11:18:34.710,0.000162,,,,0,1423,33,22,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,912,751,,digitalminds_research,false
gen-1786879108-RtNVwYZiahZ5zSwqIZqy,2026-08-16 11:18:28.027,0.000144,,,,0,1287,26,16,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,1002,801,,digitalminds_research,false
gen-1786879101-H1wMSg8S6Z5V1n30ryYV,2026-08-16 11:18:21.318,0.000583,,,,0,1645,698,686,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,6824,6668,,digitalminds_research,false
gen-1786879094-G4w0g5XVsFRggjh0teX4,2026-08-16 11:18:14.648,0.000387,,,,0,1622,376,366,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,4326,4189,,digitalminds_research,false
gen-1786879087-iELPHeVuhkSGpxxcyZsQ,2026-08-16 11:18:07.969,0.000458,,,,0,1250,556,546,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,6109,5977,,digitalminds_research,false
gen-1786879081-jdKliqVrZdBQi3Yjzr9R,2026-08-16 11:18:01.332,0.000282,,,,0,1002,304,292,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,2970,2831,,digitalminds_research,false
gen-1786879074-xMXppqXVwbJ1vJQ4rQJu,2026-08-16 11:17:54.620,0.000268,,,,0,1967,119,104,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,2210,1739,,digitalminds_research,false
gen-1786879070-HcQy1NTooVyH2nJ6w8oa,2026-08-16 11:17:50.858,0.000496,,,,0,2463,6,0,0,meta-llama/llama-4-maverick-17b-128e-instruct,DigitalOcean,standard,false,true,,stop,stop,1042,769,,digitalminds_research,false
gen-1786879067-3nuzCQf4SCdBejUWwl1J,2026-08-16 11:17:47.967,0.000689,,,,0,1958,823,811,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,7282,7130,,digitalminds_research,false
gen-1786879061-kbOVDwTr9SPk5lhGt9rm,2026-08-16 11:17:41.293,0.000741,,,,0,2136,880,869,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,8424,8270,,digitalminds_research,false
gen-1786879054-BEqF8cKLLkDIM7DaKSXp,2026-08-16 11:17:34.605,0.000657,,,,0,1320,876,863,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,8108,7978,,digitalminds_research,false
gen-1786879047-NFHGP8Q4NBurDhbN3vC5,2026-08-16 11:17:27.929,0.00041,,,,0,2197,318,304,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,3813,3628,,digitalminds_research,false
gen-1786879041-nAIS2GoaMiNJt7r8BH79,2026-08-16 11:17:21.256,0.000261,,,,0,1199,236,225,0,openai/gpt-5.6-luna-20260709,OpenAI,standard,false,true,,completed,stop,2726,2573,,digitalminds_research,false
gen-1786879039-ZQDR4GxfOn0ppBM56yfR,2026-08-16 11:17:19.116,0.000682,,,,0,2029,397,0,0,meta-llama/llama-4-maverick-17b-128e-instruct,DigitalOcean,standard,false,true,,stop,stop,31707,819,,digitalminds_research,false
gen-1786879036-mQvAe07OW5XVlYT7ZuCE,2026-08-16 11:17:16.102,0.000401,,,,0,1989,6,0,0,meta-llama/llama-4-maverick-17b-128e-instruct,DigitalOcean,standard,false,true,,stop,stop,1215,590,,digitalminds_research,false
